Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,C,23,TOR,17,0,17.5,2.7,6.9,.390,0.5,2.3,.205,2.2,4.6,.481,.424,1.7,2.1,.829,1.5,3.9,5.4,1.1,0.2,0.7,1.0,1.4,7.6
Steven Adams,C,29,MEM,36,36,26.9,3.6,6.2,.578,0.0,0.0,.000,3.6,6.2,.581,.578,1.0,3.0,.327,4.9,6.3,11.3,2.2,0.9,1.1,1.9,2.3,8.1
Bam Adebayo,C,25,MIA,37,37,35.2,8.5,15.8,.538,0.0,0.3,.100,8.5,15.5,.546,.539,4.4,5.4,.806,2.8,7.1,9.9,3.1,1.1,0.8,2.9,3.0,21.4
Ochai Agbaji,SG,22,UTA,21,0,10.1,1.4,3.0,.468,0.6,1.7,.343,0.8,1.3,.630,.565,0.2,0.5,.500,0.4,0.8,1.2,0.3,0.0,0.0,0.1,1.0,3.6
Santi Aldama,PF,22,MEM,37,16,22.6,3.4,7.1,.479,1.3,3.5,.367,2.1,3.6,.586,.569,1.4,1.9,.732,1.2,3.8,5.0,1.3,0.7,0.8,0.6,2.2,9.4
Nickeil Alexander-Walker,SG,24,UTA,29,2,15.7,2.6,5.3,.490,1.1,2.7,.410,1.5,2.6,.573,.595,0.8,1.2,.686,0.3,1.4,1.7,2.3,0.7,0.4,1.3,1.7,7.1
Grayson Allen,SG,27,MIL,37,35,27.4,3.3,7.6,.431,1.8,4.7,.387,1.5,3.0,.500,.549,1.9,2.1,.909,0.9,2.6,3.6,2.6,0.8,0.2,1.1,1.4,10.3
Jarrett Allen,C,24,CLE,35,35,32.8,5.3,8.5,.619,0.0,0.2,.000,5.3,8.4,.631,.619,2.6,3.7,.702,3.0,6.8,9.8,1.5,0.8,1.2,1.4,2.1,13.2
Jose Alvarado,PG,24,NOP,40,8,21.0,3.3,8.0,.418,1.4,4.2,.341,1.9,3.8,.503,.508,1.1,1.5,.776,0.5,2.0,2.5,3.1,1.2,0.1,1.4,2.0,9.2
Kyle Anderson,PF,29,MIN,31,16,25.5,2.8,5.8,.483,0.5,1.3,.415,2.3,4.5,.504,.531,1.7,2.1,.815,0.6,3.7,4.3,3.7,1.2,0.7,1.4,2.1,7.9
Giannis Antetokounmpo,PF,28,MIL,34,34,33.7,11.1,21.1,.527,0.7,3.0,.245,10.4,18.1,.574,.545,8.7,13.2,.657,2.3,9.5,11.8,5.2,0.8,0.9,4.1,3.5,31.7
Thanasis Antetokounmpo,SF,30,MIL,19,0,4.4,0.2,0.7,.214,0.0,0.2,.000,0.2,0.5,.300,.214,0.2,0.3,.500,0.3,0.6,0.9,0.2,0.1,0.2,0.4,0.4,0.5
Cole Anthony,PG,22,ORL,24,3,26.5,4.1,9.9,.416,1.1,3.7,.303,3.0,6.2,.483,.473,2.5,2.8,.896,0.6,4.0,4.6,4.3,0.8,0.4,1.6,3.0,11.9
OG Anunoby,SF,25,TOR,37,37,36.9,6.8,14.5,.469,1.9,5.2,.368,4.9,9.3,.526,.535,2.8,3.3,.836,1.6,4.3,5.9,2.1,2.2,0.8,2.3,3.2,18.3
Ryan Arcidiacono,PG,28,NYK,10,0,2.5,0.1,0.5,.200,0.1,0.3,.333,0.0,0.2,.000,.300,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3
Deni Avdija,SF,22,WAS,39,29,25.8,3.0,6.9,.430,0.8,3.0,.284,2.1,3.9,.539,.491,1.4,1.8,.783,0.9,4.6,5.6,2.7,0.8,0.6,1.5,2.9,8.2
Deandre Ayton,C,24,PHO,37,37,29.5,7.6,12.9,.592,0.2,0.6,.333,7.5,12.4,.604,.599,2.0,2.7,.733,2.8,7.0,9.8,2.0,0.5,0.7,2.1,2.8,17.5
Udoka Azubuike,C,23,UTA,15,0,4.2,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.1,0.4,.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7
Marvin Bagley III,PF,23,DET,25,13,21.3,4.3,8.0,.537,0.4,1.3,.273,4.0,6.7,.589,.560,1.6,2.1,.769,2.1,3.8,5.9,0.6,0.5,0.7,0.9,2.0,10.6
Patrick Baldwin Jr.,SF,20,GSW,13,0,8.8,1.8,4.3,.429,1.5,3.4,.432,0.4,0.9,.417,.598,0.2,0.3,.750,0.0,1.6,1.6,0.2,0.5,0.1,0.5,0.5,5.4
LaMelo Ball,PG,21,CHO,18,18,34.3,8.3,20.1,.412,4.2,11.1,.380,4.1,9.0,.451,.517,2.3,2.7,.875,1.0,4.4,5.4,8.6,1.2,0.4,2.8,3.5,23.1
Mo Bamba,C,24,ORL,33,5,18.3,2.8,5.7,.492,1.0,2.8,.370,1.8,2.9,.608,.582,1.0,1.5,.694,1.2,3.8,5.0,1.1,0.3,1.1,0.6,2.3,7.7
Paolo Banchero,PF,20,ORL,35,35,34.2,6.9,15.9,.435,1.3,4.3,.313,5.6,11.7,.480,.478,6.0,7.9,.758,1.1,5.7,6.9,3.9,1.0,0.5,2.9,2.3,21.2
Desmond Bane,SG,24,MEM,20,20,31.1,7.2,16.7,.432,3.1,7.6,.401,4.2,9.1,.459,.524,4.0,4.5,.888,0.5,4.4,4.9,4.0,0.7,0.3,2.2,2.6,21.4
Dalano Banton,PG,23,TOR,22,2,10.1,2.0,4.7,.423,0.6,2.0,.302,1.4,2.8,.508,.486,0.6,0.8,.824,0.4,1.0,1.5,1.2,0.5,0.5,0.6,1.1,5.2
Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,.429,0.0,0.8,.000,0.8,1.0,.750,.429,1.0,1.0,1.000,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5
Harrison Barnes,PF,30,SAC,39,39,31.8,4.5,9.5,.477,1.4,4.2,.339,3.1,5.2,.588,.553,4.1,5.0,.814,1.0,4.2,5.1,1.7,0.8,0.1,1.3,1.4,14.5
Scottie Barnes,PF,21,TOR,38,37,33.9,5.8,13.1,.448,0.9,3.1,.288,4.9,9.9,.497,.482,2.1,2.7,.760,2.1,4.8,6.9,4.7,1.0,0.8,2.1,1.9,14.7
RJ Barrett,SG,22,NYK,35,35,34.1,6.9,16.1,.427,1.8,5.3,.332,5.1,10.8,.474,.481,4.2,5.5,.762,0.9,4.6,5.5,3.0,0.5,0.2,2.4,2.4,19.7
Will Barton,SG,32,WAS,35,0,20.5,2.8,7.4,.376,1.3,3.6,.365,1.5,3.8,.386,.465,0.9,1.1,.789,0.2,2.6,2.8,2.5,0.5,0.3,1.1,1.1,7.7
Charles Bassey,C,22,SAS,24,1,13.6,2.0,2.9,.671,0.1,0.3,.333,1.9,2.7,.703,.686,0.7,1.0,.667,1.8,3.4,5.2,1.2,0.3,0.9,1.2,2.1,4.7
Keita Bates-Diop,SF,27,SAS,30,12,17.9,2.9,5.7,.518,0.5,1.4,.366,2.4,4.3,.566,.562,1.1,1.4,.810,1.2,1.7,2.8,0.7,0.6,0.2,0.8,0.8,7.5
Nicolas Batum,PF,34,LAC,40,7,21.7,2.1,5.0,.427,1.6,3.9,.397,0.6,1.1,.535,.583,0.5,0.8,.633,0.9,3.5,4.4,1.4,0.6,0.8,0.8,2.1,6.3
Darius Bazley,PF,22,OKC,25,1,16.2,2.1,4.8,.437,0.5,1.4,.382,1.6,3.4,.459,.492,0.9,1.9,.489,0.8,2.7,3.5,0.9,0.5,1.0,0.7,1.2,5.6
Bradley Beal,SG,29,WAS,24,24,33.6,8.6,16.4,.525,1.5,4.4,.340,7.1,12.0,.594,.571,4.1,4.8,.861,0.9,2.6,3.5,5.2,1.0,0.6,2.8,1.8,22.9
Malik Beasley,SG,26,UTA,44,6,26.7,5.1,12.5,.406,3.1,8.6,.361,2.0,3.9,.506,.530,0.8,0.9,.854,0.5,3.0,3.5,1.7,0.9,0.2,1.0,1.2,14.0
MarJon Beauchamp,SF,22,MIL,29,8,15.4,2.3,5.6,.416,1.1,3.2,.344,1.2,2.3,.515,.516,0.6,0.9,.720,1.0,1.6,2.7,0.6,0.5,0.1,1.0,1.8,6.3
Dāvis Bertāns,PF,30,DAL,23,0,10.2,1.3,3.5,.383,1.1,3.1,.352,0.3,0.4,.600,.537,0.4,0.5,.833,0.2,0.7,0.9,0.3,0.2,0.1,0.3,1.2,4.2
Patrick Beverley,PG,34,LAL,34,34,26.5,2.0,5.1,.391,1.1,3.3,.333,0.9,1.9,.492,.497,0.7,0.9,.806,0.6,2.9,3.5,2.6,0.8,0.6,1.0,2.8,5.8
Saddiq Bey,SF,23,DET,40,22,28.3,4.3,11.0,.393,1.7,5.3,.318,2.6,5.7,.463,.469,3.3,3.8,.850,0.9,3.2,4.1,1.5,0.9,0.2,1.0,1.6,13.5
Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,.594,0.1,0.1,.500,0.9,1.5,.600,.609,0.2,0.3,.800,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
Goga Bitadze,C,23,IND,18,0,9.7,1.4,2.6,.543,0.2,0.7,.250,1.2,1.9,.647,.576,0.5,1.0,.500,1.0,1.2,2.2,0.9,0.4,0.5,0.6,1.8,3.4
Bismack Biyombo,C,30,PHO,32,5,13.7,1.6,2.8,.578,0.0,0.0,,1.6,2.8,.578,.578,0.4,1.3,.325,1.1,2.7,3.8,0.8,0.3,1.3,0.9,1.9,3.7
Buddy Boeheim,PG,23,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Bogdanović,SG,30,ATL,17,3,30.8,6.1,14.1,.431,3.1,8.1,.380,3.0,6.0,.500,.540,1.2,1.4,.833,0.3,3.6,3.9,2.5,0.8,0.4,1.4,1.4,16.4
Bojan Bogdanović,PF,33,DET,42,42,31.3,7.0,14.5,.484,2.4,5.8,.416,4.6,8.7,.530,.568,4.6,5.2,.894,0.5,3.0,3.6,2.7,0.6,0.0,2.3,1.7,21.0
Bol Bol,PF,23,ORL,37,32,26.1,4.9,8.4,.588,0.7,1.8,.388,4.2,6.6,.643,.630,1.4,1.9,.739,1.3,5.8,7.1,0.9,0.5,1.6,1.9,1.5,12.0
Leandro Bolmaro,SG,22,UTA,10,0,5.8,0.3,1.6,.188,0.0,0.3,.000,0.3,1.3,.231,.188,0.0,0.0,,0.3,0.1,0.4,0.6,0.3,0.1,0.7,0.7,0.6
Devin Booker,SG,26,PHO,29,29,34.6,9.8,20.4,.477,2.3,6.2,.370,7.4,14.2,.524,.534,5.3,6.2,.850,0.8,3.8,4.6,5.6,0.9,0.4,2.4,2.7,27.1
Brandon Boston Jr.,SG,21,LAC,15,0,9.7,1.7,4.7,.366,0.6,1.4,.429,1.1,3.3,.340,.430,1.3,1.7,.769,0.3,0.9,1.2,0.9,0.3,0.0,0.3,0.6,5.4
Chris Boucher,PF,30,TOR,36,0,20.9,3.4,7.3,.466,0.8,2.7,.281,2.6,4.6,.572,.517,2.1,2.8,.762,2.0,3.6,5.7,0.5,0.7,0.7,0.6,2.1,9.7
James Bouknight,SG,22,CHO,25,0,13.9,1.6,4.8,.333,0.6,2.5,.254,1.0,2.3,.421,.400,0.6,0.9,.682,0.2,1.8,2.0,1.1,0.5,0.2,0.7,1.2,4.4
Tony Bradley,C,25,CHI,9,0,2.8,0.4,0.8,.571,0.2,0.4,.500,0.2,0.3,.667,.714,0.2,0.2,1.000,0.1,1.0,1.1,0.1,0.1,0.0,0.1,0.1,1.3
Malaki Branham,SF,19,SAS,27,4,19.4,2.8,6.6,.424,1.0,3.2,.302,1.8,3.4,.538,.497,0.7,0.9,.783,0.2,1.5,1.7,1.7,0.4,0.1,1.1,1.1,7.2
Christian Braun,SG,21,DEN,37,1,13.7,1.4,3.0,.455,0.3,1.0,.324,1.0,2.0,.521,.509,0.3,0.6,.524,0.5,1.4,1.9,0.5,0.3,0.2,0.4,1.1,3.3
Mikal Bridges,SF,26,PHO,42,42,36.4,5.8,12.6,.457,1.8,4.5,.392,4.0,8.1,.494,.527,2.4,2.7,.885,1.0,3.5,4.6,3.2,1.1,0.9,1.3,2.2,15.7
Oshae Brissett,SF,24,IND,36,0,15.9,1.8,4.3,.419,0.9,2.4,.365,0.9,1.9,.486,.519,1.4,2.1,.667,0.8,2.4,3.3,0.4,0.6,0.2,0.6,1.3,5.9
Malcolm Brogdon,PG,30,BOS,35,0,23.6,4.5,9.7,.470,1.8,4.0,.440,2.8,5.6,.492,.562,2.5,2.9,.881,0.8,3.3,4.1,3.9,0.5,0.3,1.7,1.4,13.4
Dillon Brooks,SG,27,MEM,37,37,30.7,6.3,15.6,.406,2.1,6.3,.335,4.2,9.3,.455,.474,2.2,2.8,.788,0.6,2.8,3.5,2.8,0.8,0.2,1.7,3.4,17.0
Bruce Brown,PG,26,DEN,39,19,28.9,4.4,8.8,.499,1.4,3.4,.409,3.0,5.5,.554,.577,0.9,1.2,.804,0.8,3.4,4.2,3.9,0.9,0.6,1.6,2.4,11.2
Greg Brown III,PF,21,POR,11,0,6.5,0.8,1.9,.429,0.1,0.5,.167,0.7,1.4,.533,.452,0.5,1.1,.417,0.2,0.9,1.1,0.0,0.4,0.5,0.5,0.8,2.2
Jaylen Brown,SF,26,BOS,39,39,35.5,10.1,20.4,.492,2.4,7.5,.325,7.6,12.9,.589,.552,4.3,5.4,.790,1.2,5.8,6.9,3.3,1.1,0.5,3.1,2.7,26.8
Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,.571,0.2,0.3,.500,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5
Moses Brown,C,23,LAC,30,1,7.6,1.7,2.7,.610,0.0,0.0,,1.7,2.7,.610,.610,1.0,2.2,.446,1.6,2.0,3.6,0.1,0.1,0.4,0.3,1.1,4.3
Sterling Brown,SG,27,LAL,3,0,7.7,0.0,1.3,.000,0.0,0.7,.000,0.0,0.7,.000,.000,0.0,0.0,,1.0,1.7,2.7,0.7,1.0,0.0,0.0,1.0,0.0
Troy Brown Jr.,SF,23,LAL,35,18,22.4,2.5,5.6,.439,1.1,3.0,.358,1.4,2.6,.533,.536,0.5,0.5,1.000,0.8,3.1,3.9,0.7,0.7,0.1,0.8,1.3,6.5
Jalen Brunson,PG,26,NYK,38,38,33.2,7.8,16.6,.469,1.7,4.4,.381,6.1,12.2,.501,.520,4.3,5.1,.845,0.5,3.0,3.5,6.5,1.0,0.1,2.2,2.3,21.6
Thomas Bryant,C,25,LAL,27,15,22.1,5.2,7.8,.668,0.5,1.1,.452,4.7,6.7,.706,.701,2.1,2.8,.737,1.8,5.4,7.3,0.9,0.4,0.5,0.9,2.0,13.0
Reggie Bullock,SF,31,DAL,40,27,28.8,1.8,5.1,.343,1.4,4.3,.316,0.4,0.8,.485,.475,0.4,0.6,.667,0.4,2.9,3.3,1.2,0.7,0.2,0.5,2.1,5.3
Alec Burks,SG,31,DET,31,0,21.9,4.3,9.3,.460,1.9,4.4,.438,2.4,4.9,.480,.564,3.5,4.4,.807,0.3,2.7,3.0,2.1,0.8,0.2,1.2,2.2,14.0
Jimmy Butler,SF,33,MIA,28,28,34.8,7.3,14.3,.509,0.7,2.1,.322,6.6,12.1,.541,.533,6.9,8.2,.843,2.1,4.3,6.4,5.5,2.2,0.4,1.8,1.3,22.1
John Butler,C,20,POR,4,0,3.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5
Jamal Cain,SF,23,MIA,11,0,12.5,1.8,3.4,.541,0.2,0.7,.250,1.6,2.6,.621,.568,0.9,1.3,.714,0.9,1.5,2.5,0.7,0.5,0.0,0.3,1.2,4.7
Kentavious Caldwell-Pope,SG,29,DEN,39,39,31.4,4.1,8.7,.470,2.1,4.4,.471,2.0,4.3,.470,.590,1.3,1.5,.847,0.5,2.6,3.1,2.3,1.1,0.3,1.2,2.1,11.5
Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,.231,0.4,1.4,.273,0.0,0.3,.000,.346,0.1,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3
Vlatko Čančar,PF,25,DEN,29,0,13.7,1.9,3.7,.523,1.0,2.0,.491,1.0,1.7,.560,.654,0.3,0.4,.909,0.5,1.6,2.0,1.2,0.4,0.2,0.7,1.7,5.2
Clint Capela,C,28,ATL,27,27,27.5,5.4,8.6,.636,0.0,0.0,,5.4,8.6,.636,.636,1.1,1.9,.600,4.3,7.6,11.9,0.7,0.6,1.3,1.0,2.4,12.0
Vernon Carey Jr.,C,21,WAS,7,0,2.1,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.0,0.0,,0.1,0.6,0.7,0.1,0.1,0.3,0.3,0.3,0.3
Jevon Carter,PG,27,MIL,40,30,25.0,2.7,6.8,.397,1.3,3.5,.369,1.4,3.3,.427,.493,0.5,0.6,.870,0.6,2.3,2.9,3.0,1.1,0.5,1.3,2.2,7.2
Wendell Carter Jr.,C,23,ORL,23,20,30.6,5.7,10.8,.530,1.3,3.5,.363,4.5,7.3,.609,.588,3.2,4.1,.779,2.0,6.6,8.6,2.9,0.4,0.7,2.3,3.0,16.0
Alex Caruso,PG,28,CHI,35,14,24.0,1.8,4.0,.440,0.9,2.1,.405,0.9,1.9,.478,.546,0.9,1.1,.750,0.4,2.3,2.7,3.4,1.5,0.7,1.3,2.4,5.3
Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0
Kennedy Chandler,PG,20,MEM,20,0,10.2,1.3,3.1,.403,0.1,0.7,.154,1.2,2.5,.469,.419,0.3,0.6,.455,0.3,1.2,1.5,2.3,0.5,0.3,0.8,0.7,2.9
Max Christie,SG,19,LAL,23,1,13.5,1.3,3.0,.414,0.8,1.8,.439,0.5,1.3,.379,.543,0.2,0.3,.833,0.2,2.0,2.2,0.6,0.1,0.1,0.3,0.7,3.5
Josh Christopher,SG,21,HOU,22,0,6.6,1.1,2.6,.414,0.1,0.8,.176,1.0,1.9,.512,.440,0.3,0.4,.750,0.2,0.8,1.0,0.6,0.2,0.0,0.5,0.7,2.6
Brandon Clarke,PF,26,MEM,35,3,19.5,4.1,6.3,.652,0.0,0.2,.167,4.1,6.1,.665,.654,1.9,2.5,.756,1.4,4.1,5.5,1.1,0.5,0.7,1.1,2.4,10.1
Jordan Clarkson,SG,30,UTA,43,43,32.5,7.4,16.4,.451,2.7,7.6,.359,4.7,8.9,.530,.534,3.1,3.8,.812,1.1,2.7,3.9,4.5,0.5,0.2,2.8,2.0,20.7
Nic Claxton,C,23,BRK,37,37,28.3,5.3,7.2,.738,0.0,0.0,.000,5.3,7.2,.741,.738,1.2,2.6,.469,2.5,5.9,8.3,1.5,0.8,2.6,1.2,2.8,11.9
Amir Coffey,SG,25,LAC,32,7,13.9,1.2,3.1,.374,0.3,0.9,.321,0.9,2.2,.394,.419,1.1,1.3,.814,0.4,0.8,1.2,1.3,0.2,0.1,0.4,1.1,3.7
John Collins,PF,25,ATL,32,32,31.2,5.2,10.3,.498,0.8,3.3,.229,4.4,7.1,.624,.535,2.2,2.8,.807,1.1,7.0,8.1,1.3,0.8,1.4,1.3,3.3,13.3
Zach Collins,PF,25,SAS,30,7,20.7,3.7,6.6,.556,0.6,1.6,.367,3.1,5.0,.617,.601,1.6,2.2,.712,2.0,3.7,5.7,2.5,0.4,0.8,2.0,3.4,9.5
Mike Conley,PG,35,UTA,33,32,29.4,3.4,8.8,.381,1.7,4.9,.352,1.6,3.9,.419,.479,1.6,2.1,.779,0.4,1.8,2.1,7.5,1.0,0.2,1.7,2.3,10.1
Pat Connaughton,SG,30,MIL,24,8,22.3,2.6,7.3,.360,1.8,5.6,.321,0.8,1.7,.488,.483,0.5,0.7,.647,0.5,3.3,3.8,1.1,0.5,0.1,0.5,1.1,7.5
Robert Covington,PF,32,LAC,24,0,16.6,2.0,5.1,.385,0.9,3.0,.292,1.1,2.1,.520,.471,1.0,1.3,.767,0.6,3.2,3.8,1.3,0.6,0.6,0.7,1.8,5.8
Torrey Craig,SF,32,PHO,39,30,25.3,3.3,7.0,.465,1.4,3.5,.394,1.9,3.5,.537,.564,0.5,0.7,.808,2.1,3.6,5.7,1.5,0.7,0.7,0.8,2.5,8.4
Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,.395,0.1,1.2,.083,1.6,3.1,.516,.407,0.9,1.3,.692,1.0,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4
Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,.415,1.4,5.1,.279,6.3,13.6,.466,.453,3.0,3.6,.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9
Seth Curry,SG,32,BRK,28,1,21.2,3.4,7.5,.452,1.8,4.1,.426,1.6,3.4,.484,.569,0.7,0.7,.950,0.2,1.9,2.1,2.1,0.6,0.2,0.9,1.8,9.2
Stephen Curry,PG,34,GSW,27,27,34.3,10.0,20.2,.495,5.0,11.7,.429,5.0,8.5,.585,.619,4.7,5.1,.914,0.6,5.7,6.4,6.7,1.0,0.3,3.0,2.1,29.7
Dyson Daniels,PG,19,NOP,32,5,18.7,1.6,3.7,.441,0.5,1.5,.354,1.1,2.2,.500,.513,0.5,0.8,.600,0.7,2.7,3.4,2.2,0.8,0.3,0.8,1.9,4.3
Anthony Davis,C,29,LAL,25,25,33.4,10.2,17.2,.594,0.4,1.2,.290,9.8,15.9,.618,.605,6.6,8.0,.826,3.1,9.0,12.1,2.6,1.3,2.1,1.9,2.7,27.4
Johnny Davis,SG,20,WAS,10,0,5.0,0.4,1.3,.308,0.0,0.3,.000,0.4,1.0,.400,.308,0.3,0.3,1.000,0.1,0.6,0.7,0.2,0.0,0.1,0.1,1.2,1.1
Terence Davis,SG,25,SAC,31,2,12.4,2.3,5.4,.422,1.2,3.5,.349,1.0,1.8,.561,.536,0.5,0.5,.824,0.4,1.9,2.3,1.2,0.7,0.3,0.8,1.8,6.2
JD Davison,PG,20,BOS,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.7
Dewayne Dedmon,C,33,MIA,29,0,11.7,2.2,4.3,.512,0.4,1.2,.306,1.8,3.1,.596,.556,1.1,1.5,.727,1.0,2.7,3.7,0.5,0.2,0.4,0.7,2.0,5.9
Matthew Dellavedova,PG,32,SAC,17,0,6.2,0.5,1.4,.333,0.2,0.6,.364,0.2,0.8,.308,.417,0.1,0.2,.333,0.1,0.2,0.3,1.2,0.4,0.0,0.4,0.7,1.2
DeMar DeRozan,SF,33,CHI,41,41,36.0,9.3,18.4,.506,0.4,1.4,.271,8.9,16.9,.526,.517,7.1,8.0,.887,0.5,4.5,5.0,4.9,1.0,0.5,2.0,2.7,26.1
Moussa Diabaté,PF,21,LAC,8,1,11.3,1.6,3.0,.542,0.0,0.0,,1.6,3.0,.542,.542,0.9,1.1,.778,2.5,1.5,4.0,0.3,0.4,0.1,0.6,1.3,4.1
Mamadi Diakite,PF,26,CLE,13,2,6.8,0.8,1.8,.478,0.3,1.0,.308,0.5,0.8,.700,.565,0.0,0.0,,0.2,0.6,0.8,0.2,0.2,0.4,0.5,0.8,2.0
Hamidou Diallo,SG,24,DET,36,0,15.7,2.9,5.4,.539,0.1,0.5,.278,2.8,4.9,.566,.552,1.4,2.5,.567,1.1,2.2,3.3,0.9,0.7,0.3,0.9,1.9,7.3
Gorgui Dieng,C,33,SAS,13,1,11.6,1.5,3.7,.417,0.8,2.5,.303,0.8,1.2,.667,.521,0.2,0.3,.750,1.1,2.2,3.2,2.0,0.1,0.5,0.9,1.8,4.1
Ousmane Dieng,SF,19,OKC,14,0,15.7,1.8,4.2,.424,0.7,2.4,.294,1.1,1.8,.600,.508,0.1,0.3,.250,0.4,2.4,2.9,1.4,0.4,0.3,0.5,0.9,4.4
Spencer Dinwiddie,PG,29,DAL,41,41,33.3,5.6,12.1,.458,2.5,6.2,.402,3.0,5.9,.517,.561,2.5,3.0,.829,0.4,2.7,3.1,5.2,0.8,0.3,1.6,2.3,16.1
Donte DiVincenzo,SG,26,GSW,31,11,23.8,2.5,6.3,.393,1.7,4.5,.377,0.8,1.9,.431,.526,0.6,0.8,.833,1.0,3.7,4.7,2.9,1.3,0.1,1.4,1.9,7.3
Luka Dončić,PG,23,DAL,38,38,37.1,11.4,22.8,.501,2.9,8.1,.354,8.5,14.7,.582,.564,8.6,11.6,.743,0.9,7.9,8.9,8.7,1.6,0.6,3.7,2.9,34.2
Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,.800,0.3,0.7,.500,1.0,1.0,1.000,.900,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0
Luguentz Dort,SG,23,OKC,40,40,30.2,4.9,12.0,.407,1.8,5.4,.341,3.1,6.6,.460,.483,2.6,3.5,.755,1.4,2.9,4.3,2.3,1.1,0.3,1.5,3.3,14.2
Ayo Dosunmu,PG,23,CHI,39,31,27.5,3.9,7.8,.503,0.9,2.7,.330,3.0,5.1,.596,.561,0.9,1.2,.787,0.7,2.4,3.1,2.6,0.8,0.3,1.3,2.5,9.7
Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,.100,0.2,0.7,.250,0.0,1.0,.000,.150,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5
Jeff Dowtin,PG,25,TOR,12,0,7.2,1.0,1.9,.522,0.1,0.3,.250,0.9,1.6,.579,.543,0.3,0.3,1.000,0.4,0.7,1.1,0.9,0.2,0.1,0.2,0.4,2.3
PJ Dozier,SG,26,SAC,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragić,PG,36,CHI,38,0,16.6,2.9,6.6,.437,1.1,2.7,.385,1.8,3.9,.473,.516,0.6,0.9,.639,0.3,1.2,1.5,2.9,0.2,0.1,1.1,1.4,7.4
Andre Drummond,C,29,CHI,33,0,13.7,2.7,4.5,.601,0.0,0.1,.000,2.7,4.4,.610,.601,1.0,1.7,.561,2.2,4.7,6.9,0.7,0.7,0.3,1.1,1.9,6.4
Chris Duarte,SF,25,IND,20,5,16.4,2.1,6.5,.326,0.9,3.3,.273,1.2,3.2,.381,.395,1.1,1.3,.840,0.3,1.9,2.1,1.2,0.2,0.3,0.9,1.5,6.2
David Duke Jr.,SG,23,BRK,14,0,9.0,1.4,3.1,.442,0.0,0.4,.000,1.4,2.6,.514,.442,0.3,0.6,.500,0.4,0.6,1.1,0.9,0.4,0.1,0.9,1.6,3.0
Kevin Durant,PF,34,BRK,39,39,36.0,10.5,18.8,.559,1.8,4.8,.376,8.7,14.0,.622,.607,6.8,7.3,.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7
Jalen Duren,C,19,DET,39,15,24.4,3.3,5.2,.634,0.0,0.0,.000,3.3,5.2,.637,.634,1.1,1.9,.573,3.4,5.1,8.5,1.0,0.6,0.7,1.2,2.6,7.7
